key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_am,ss_del,ll_am,ll_del,key_resp_4.keys,key_resp_4.rt
space,4.612,space,7.814,space,10.252,space,2.597,right,3.827,space,2.03,left,0.0,3.378,0.0,0.0,0.0,2.0,1.0,10000.0,19000.0,89.0,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,1.0,3.701,0.0,1.0,1.0,0.0,1.0,10000.0,109000.0,9.0,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0.0,2.617,0.0,2.0,2.0,1.0,1.0,25000.0,35000.0,150.0,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,g,124.906,left,1.0,4.873,0.0,0.0,0.0,21.0,1.0,10000.0,0.0,40000.0,91.0,,
,,,,,,,,,,,,,,,,,,,,,,,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,right,0.0,2.477,0.0,1.0,1.0,20.0,1.0,10000.0,0.0,20000.0,90.0,,
,,,,,,,,,,,,,,,,,,,,,,,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,2.779,0.0,2.0,2.0,84.0,1.0,25000.0,0.0,150000.0,89.0,,
,,,,,,,,,,,,,,,,,,,,,,,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,1.298,0.0,3.0,3.0,53.0,1.0,5000.0,0.0,104000.0,90.0,,
,,,,,,,,,,,,,,,,,,,,,,,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,1.348,0.0,4.0,4.0,39.0,1.0,5000.0,0.0,149000.0,10.0,,
,,,,,,,,,,,,,,,,,,,,,,,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,left,0.0,6.185,0.0,5.0,5.0,88.0,1.0,25000.0,0.0,125000.0,149.0,,
,,,,,,,,,,,,,,,,,,,,,,,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,left,0.0,7.367,0.0,6.0,6.0,58.0,1.0,5000.0,0.0,106000.0,152.0,,
,,,,,,,,,,,,,,,,,,,,,,,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,4.566,0.0,7.0,7.0,62.0,1.0,25000.0,0.0,75000.0,5.0,,
,,,,,,,,,,,,,,,,,,,,,,,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,2.004,0.0,8.0,8.0,65.0,1.0,25000.0,0.0,35000.0,11.0,,
,,,,,,,,,,,,,,,,,,,,,,,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,1.872,0.0,9.0,9.0,66.0,1.0,25000.0,0.0,55000.0,11.0,,
,,,,,,,,,,,,,,,,,,,,,,,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,1.974,0.0,10.0,10.0,83.0,1.0,25000.0,0.0,125000.0,89.0,,
,,,,,,,,,,,,,,,,,,,,,,,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,2.719,0.0,11.0,11.0,14.0,1.0,10000.0,0.0,150000.0,30.0,,
,,,,,,,,,,,,,,,,,,,,,,,2,187,2020-11-12_11h18.59.933,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,4.397,0.0,12.0,12.0,59.0,1.0,5000.0,0.0,151000.0,150.0,,
