key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_am,ss_del,ll_am,ll_del,key_resp_4.keys,key_resp_4.rt
space,13.5945,space,2.7498,space,3.7649,space,3.4583,right,3.6502,space,1.4731,left,0,2.5092,0,0,0,1,1,25000,35000,150,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0,2.4687,0,1,1,2,1,10000,19000,89,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,1,3.2777,0,2,2,0,1,10000,109000,9,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,g,4.2985,right,1,3.0399,0,0,0,69,1,25000,0,150000,9,,
,,,,,,,,,,,,,,,,,,,,,,,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.0433,0,1,1,8,1,10000,0,111000,10,,
,,,,,,,,,,,,,,,,,,,,,,,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.6431,0,2,2,1,1,10000,0,39000,6,,
,,,,,,,,,,,,,,,,,,,,,,,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.1679,0,3,3,10,1,10000,0,21000,31,,
,,,,,,,,,,,,,,,,,,,,,,,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.9532,0,4,4,7,1,10000,0,59000,9,,
,,,,,,,,,,,,,,,,,,,,,,,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,right,1,3.1779,0,5,5,83,1,25000,0,125000,89,,
,,,,,,,,,,,,,,,,,,,,,,,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.4455,0,6,6,26,1,10000,0,39000,150,,
,,,,,,,,,,,,,,,,,,,,,,,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.8518,0,7,7,88,1,25000,0,125000,149,,
,,,,,,,,,,,,,,,,,,,,,,,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.5003,0,8,8,27,1,10000,0,61000,150,,
,,,,,,,,,,,,,,,,,,,,,,,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.5369,0,9,9,43,1,5000,0,106000,29,,
,,,,,,,,,,,,,,,,,,,,,,,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.6855,0,10,10,58,1,5000,0,106000,152,,
,,,,,,,,,,,,,,,,,,,,,,,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.7347,0,11,11,48,1,5000,0,105000,60,,
,,,,,,,,,,,,,,,,,,,,,,,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.2409,0,12,12,54,1,5000,0,150000,90,,
,,,,,,,,,,,,,,,,,,,,,,,3,76,2022-05-05_08h02.18.907,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.6337,0,13,13,70,1,25000,0,35000,30,,
