key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,0.856845,space,10.5667,space,8.464845,space,4.40151,right,6.607345,space,1.751255,right,1,4.581915,0,0,0,0,1,10000,109000,9,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,5.30738,0,1,1,2,1,10000,19000,89,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,2.960835,0,2,2,1,1,25000,35000,150,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,g,29.61709,left,1,2.6675,0,0,0,35,1,5000,0,15000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,3.346595,0,1,1,58,1,5000,0,106000,152,,
,,,,,,,,,,,,,,,,,,,,,,,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,5.03273,0,2,2,62,1,25000,0,75000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,2.00913,0,3,3,50,1,5000,0,15000,91,,
,,,,,,,,,,,,,,,,,,,,,,,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,2.0629,0,4,4,19,1,10000,0,149000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,1.43827,0,5,5,38,1,5000,0,104000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,2.777305,0,6,6,22,1,10000,0,61000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,2.711365,0,7,7,72,1,25000,0,75000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,3.160355,0,8,8,16,1,10000,0,39000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,1.125355,0,9,9,81,1,25000,0,55000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,1.77347,0,10,10,79,1,25000,0,150000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,1.277975,0,11,11,85,1,25000,0,35000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,193,2020-11-12_11h35.37.243,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,2.40987,0,12,12,17,1,10000,0,60000,60,,
