key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,6.8967,space,10.167,space,2.4234,space,3.5715,right,2.8612,space,1.9429,right,0,2.3088,0,0,0,1,1,25000,35000,150,02-09-2022,305,2022-09-02_07h49.47.752,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,1,1.2211,0,1,1,0,1,10000,109000,9,02-09-2022,305,2022-09-02_07h49.47.752,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,2.0971,0,2,2,2,1,10000,19000,89,02-09-2022,305,2022-09-02_07h49.47.752,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,02-09-2022,305,2022-09-02_07h49.47.752,tareaTDv3,2020.2.5,Win32,60,g,49.1845,right,1,3.6277,0,0,0,74,1,25000,0,150000,29,,
,,,,,,,,,,,,,,,,,,,,,,,02-09-2022,305,2022-09-02_07h49.47.752,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.4632,0,1,1,16,1,10000,0,39000,59,,
,,,,,,,,,,,,,,,,,,,,,,,02-09-2022,305,2022-09-02_07h49.47.752,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.6044,0,2,2,79,1,25000,0,150000,61,,
,,,,,,,,,,,,,,,,,,,,,,,02-09-2022,305,2022-09-02_07h49.47.752,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.7198,0,3,3,40,1,5000,0,14000,31,,
,,,,,,,,,,,,,,,,,,,,,,,02-09-2022,305,2022-09-02_07h49.47.752,tareaTDv3,2020.2.5,Win32,60,,,right,1,4.5119,0,4,4,58,1,5000,0,106000,152,,
,,,,,,,,,,,,,,,,,,,,,,,02-09-2022,305,2022-09-02_07h49.47.752,tareaTDv3,2020.2.5,Win32,60,,,right,0,3.9271,0,5,5,21,1,10000,0,40000,91,,
,,,,,,,,,,,,,,,,,,,,,,,02-09-2022,305,2022-09-02_07h49.47.752,tareaTDv3,2020.2.5,Win32,60,,,right,1,9.7505,0,6,6,59,1,5000,0,151000,150,,
