key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,14.0673,space,13.0009,space,9.0211,space,1.9419,right,5.7167,space,0.9922,right,0,5.3909,0,0,0,1,1,25000,35000,150,24-09-22,71,2022-09-24_08h43.29.595,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,1,2.9437,0,1,1,0,1,10000,109000,9,24-09-22,71,2022-09-24_08h43.29.595,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,2.4842,0,2,2,2,1,10000,19000,89,24-09-22,71,2022-09-24_08h43.29.595,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,24-09-22,71,2022-09-24_08h43.29.595,tareaTDv3,2020.2.5,Win32,60,g,4.3731,right,0,2.3589,0,0,0,85,1,25000,0,35000,150,,
,,,,,,,,,,,,,,,,,,,,,,,24-09-22,71,2022-09-24_08h43.29.595,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.1872,0,1,1,26,1,10000,0,39000,150,,
,,,,,,,,,,,,,,,,,,,,,,,24-09-22,71,2022-09-24_08h43.29.595,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.4067,0,2,2,18,1,10000,0,110000,60,,
,,,,,,,,,,,,,,,,,,,,,,,24-09-22,71,2022-09-24_08h43.29.595,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.3005,0,3,3,52,1,5000,0,56000,89,,
,,,,,,,,,,,,,,,,,,,,,,,24-09-22,71,2022-09-24_08h43.29.595,tareaTDv3,2020.2.5,Win32,60,,,right,0,3.5892,0,4,4,16,1,10000,0,39000,59,,
,,,,,,,,,,,,,,,,,,,,,,,24-09-22,71,2022-09-24_08h43.29.595,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.0184,0,5,5,75,1,25000,0,35000,60,,
,,,,,,,,,,,,,,,,,,,,,,,24-09-22,71,2022-09-24_08h43.29.595,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.0604,0,6,6,42,1,5000,0,56000,29,,
