key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,4.750005,space,6.307405,space,6.024775,space,3.40042,right,10.15823,space,2.302965,left,0,5.578665,0,0,0,2,1,10000,19000,89,002,271,2020-11-12_11h27.30.432,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,right,0,3.597855,0,1,1,1,1,25000,35000,150,002,271,2020-11-12_11h27.30.432,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,left,1,3.41343,0,2,2,0,1,10000,109000,9,002,271,2020-11-12_11h27.30.432,tareaTDv3,2020.2.5,MacIntel,60
