key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,4.46719,space,1.321805,space,9.37351,space,5.95148,left,6.700395,space,2.25152,left,1,3.891325,0,0,0,0,1,10000,109000,9,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0,16.35105,0,1,1,1,1,25000,35000,150,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0,3.833855,0,2,2,2,1,10000,19000,89,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,g,4.11768,left,0,4.472065,0,0,0,22,1,10000,0,61000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.63864,0,1,1,20,1,10000,0,20000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,1,7.388615,0,2,2,88,1,25000,0,125000,149,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.82385,0,3,3,59,1,5000,0,151000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,0,3.32162,0,4,4,40,1,5000,0,14000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.01893,0,5,5,74,1,25000,0,150000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.921025,0,6,6,34,1,5000,0,151000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.08895,0,7,7,54,1,5000,0,150000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,right,1,7.149535,0,8,8,14,1,10000,0,150000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.442125,0,9,9,37,1,5000,0,56000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.95884,0,10,10,15,1,10000,0,20000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.90453,0,11,11,52,1,5000,0,56000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.924835,0,12,12,68,1,25000,0,125000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.456475,0,13,13,69,1,25000,0,150000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.58608,0,14,14,76,1,25000,0,55000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.93456,0,15,15,83,1,25000,0,125000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,16,16,71,1,25000,0,55000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.95087,0,17,17,3,1,10000,0,109000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.05164,0,18,18,43,1,5000,0,106000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,right,0,4.307985,0,19,19,85,1,25000,0,35000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.93646,0,20,20,63,1,25000,0,125000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,1,5.40216,0,21,21,38,1,5000,0,104000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.85931,0,22,22,17,1,10000,0,60000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.293825,0,23,23,58,1,5000,0,106000,152,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.557555,0,24,24,67,1,25000,0,75000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.362675,0,25,25,6,1,10000,0,40000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,right,1,4.130325,0,26,26,78,1,25000,0,125000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.10948,0,27,27,46,1,5000,0,36000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,28,28,23,1,10000,0,110000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,29,29,70,1,25000,0,35000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,30,30,51,1,5000,0,35000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,31,31,10,1,10000,0,21000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,32,32,1,1,10000,0,39000,6,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,33,33,25,1,10000,0,10000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,34,34,55,1,5000,0,14000,149,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,35,35,56,1,5000,0,35000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,36,36,5,1,10000,0,19000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,37,37,41,1,5000,0,35000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,38,38,75,1,25000,0,35000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,39,39,77,1,25000,0,75000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,40,40,72,1,25000,0,75000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,41,41,50,1,5000,0,15000,91,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,42,42,9,1,10000,0,151000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,43,43,0,1,10000,0,20000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,44,44,81,1,25000,0,55000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,45,45,42,1,5000,0,56000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,46,46,30,1,5000,0,16000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,47,47,66,1,25000,0,55000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,48,48,87,1,25000,0,75000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,38,2020-11-13_09h51.52.442,tareaTDv3,2020.2.5,Win32,60,,,,0,,0,49,49,84,1,25000,0,150000,89,,
