key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,4.24112,space,13.235915,space,33.7542,space,10.68017,right,10.693785,space,4.456475,right,0,5.106155,0,0,0,2,1,10000,19000,89,002,59 ,2020-11-13_09h50.02.897,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,right,0,13.935625,0,1,1,1,1,25000,35000,150,002,59 ,2020-11-13_09h50.02.897,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,,0,,0,2,2,0,1,10000,109000,9,002,59 ,2020-11-13_09h50.02.897,tareaTDv3,2020.2.5,MacIntel,60
