key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,5.669105,space,0.338885,space,0.634035,space,0.298745,left,1.627065,space,0.76856,left,0,2.73502,0,0,0,1,1,25000,35000,150,002,,2020-11-12_11h46.20.473,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,right,0,2.723035,0,1,1,2,1,10000,19000,89,002,,2020-11-12_11h46.20.473,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,right,1,5.57551,0,2,2,0,1,10000,109000,9,002,,2020-11-12_11h46.20.473,tareaTDv3,2020.2.5,Win32,60
