key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,4.4125,space,29.9713,space,12.0919,space,5.4375,left,5.362,space,2.3401,left,0,8.2882,0,0,0,0,1,10000,109000,9,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,1,6.8026,0,1,1,1,1,25000,35000,150,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,1,4.3492,0,2,2,2,1,10000,19000,89,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,g,13.948,right,1,4.3425,0,0,0,42,1,5000,0,56000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.775,0,1,1,88,1,25000,0,125000,149,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.1939,0,2,2,33,1,5000,0,104000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.1406,0,3,3,53,1,5000,0,104000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,right,1,4.1583,0,4,4,6,1,10000,0,40000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.8055,0,5,5,39,1,5000,0,149000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.4128,0,6,6,10,1,10000,0,21000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.9827,0,7,7,51,1,5000,0,35000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.1153,0,8,8,32,1,5000,0,54000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.2737,0,9,9,9,1,10000,0,151000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.3652,0,10,10,17,1,10000,0,60000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,right,0,3.4313,0,11,11,75,1,25000,0,35000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.8302,0,12,12,13,1,10000,0,111000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.2213,0,13,13,66,1,25000,0,55000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.2657,0,14,14,84,1,25000,0,150000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.2228,0,15,15,60,1,25000,0,35000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.834,0,16,16,1,1,10000,0,39000,6,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.5139,0,17,17,30,1,5000,0,16000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.7046,0,18,18,54,1,5000,0,150000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.8882,0,19,19,89,1,25000,0,150000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.6186,0,20,20,86,1,25000,0,55000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,441,2022-09-07_07h12.27.204,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.5724,0,21,21,44,1,5000,0,150000,30,,
