key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_am,ss_del,ll_am,ll_del
space,88.6809,space,24.8167,space,26.1856,space,8.0175,left,3.7002,space,4.4371,left,0.0,3.9672,0.0,0.0,0.0,2.0,1.0,10000.0,19000.0,89.0,13/11/2021,47,2021-11-13_09h33.10.039,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,right,1.0,4.1014,0.0,1.0,1.0,0.0,1.0,10000.0,109000.0,9.0,13/11/2021,47,2021-11-13_09h33.10.039,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0.0,2.4217,0.0,2.0,2.0,1.0,1.0,25000.0,35000.0,150.0,13/11/2021,47,2021-11-13_09h33.10.039,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,13/11/2021,47,2021-11-13_09h33.10.039,tareaTDv3,2020.2.5,Win32,60,g,10.3229,left,1.0,5.7366,0.0,0.0,0.0,13.0,1.0,10000.0,0.0,111000.0,30.0
,,,,,,,,,,,,,,,,,,,,,,,13/11/2021,47,2021-11-13_09h33.10.039,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,1.686,0.0,1.0,1.0,75.0,1.0,25000.0,0.0,35000.0,60.0
,,,,,,,,,,,,,,,,,,,,,,,13/11/2021,47,2021-11-13_09h33.10.039,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,2.6207,0.0,2.0,2.0,45.0,1.0,5000.0,0.0,15000.0,61.0
,,,,,,,,,,,,,,,,,,,,,,,13/11/2021,47,2021-11-13_09h33.10.039,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,5.9428,0.0,3.0,3.0,27.0,1.0,10000.0,0.0,61000.0,150.0
,,,,,,,,,,,,,,,,,,,,,,,13/11/2021,47,2021-11-13_09h33.10.039,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,1.4688,0.0,4.0,4.0,62.0,1.0,25000.0,0.0,75000.0,5.0
,,,,,,,,,,,,,,,,,,,,,,,13/11/2021,47,2021-11-13_09h33.10.039,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,2.8345,0.0,5.0,5.0,58.0,1.0,5000.0,0.0,106000.0,152.0
,,,,,,,,,,,,,,,,,,,,,,,13/11/2021,47,2021-11-13_09h33.10.039,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,9.3108,0.0,6.0,6.0,18.0,1.0,10000.0,0.0,110000.0,60.0
,,,,,,,,,,,,,,,,,,,,,,,13/11/2021,47,2021-11-13_09h33.10.039,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,1.3408,0.0,7.0,7.0,83.0,1.0,25000.0,0.0,125000.0,89.0
