key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,5.088,space,0.762,space,0.627,space,4.377,right,14.143,space,2.392,left,1,3.339,0,0,0,0,1,10000,109000,9,2,,2020-11-12_11h24.08.971,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,left,0,15.586,0,1,1,2,1,10000,19000,89,2,,2020-11-12_11h24.08.971,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,right,1,6.469,0,2,2,1,1,25000,35000,150,2,,2020-11-12_11h24.08.971,tareaTDv3,2020.2.5,MacIntel,60
