key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,9.235375,space,0.25551,space,0.342155,space,0.69869,right,2.08557,space,1.47367,left,0,2.47391,0,0,0,1,1,25000,35000,150,2,150,2020-11-12_11h24.33.811,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,left,1,5.727155,0,1,1,0,1,10000,109000,9,2,150,2020-11-12_11h24.33.811,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,left,0,3.12782,0,2,2,2,1,10000,19000,89,2,150,2020-11-12_11h24.33.811,tareaTDv3,2020.2.5,Win32,60
