key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,0.49124,space,0.10134,space,3.533515,space,0.39835,left,1.910775,space,0.830295,left,0,2.299915,0,0,0,2,1,10000,19000,89,2,305,2020-11-11_11h42.15.283,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,left,1,1.988765,0,1,1,0,1,10000,109000,9,2,305,2020-11-11_11h42.15.283,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,right,0,0.8157,0,2,2,1,1,25000,35000,150,2,305,2020-11-11_11h42.15.283,tareaTDv3,2020.2.5,Win32,60
