key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,5.12043,space,11.946595,space,12.97618,space,4.300685,left,16.14765,space,1.852865,right,0,3.145215,0,0,0,2,1,10000,19000,89,2,276,2020-11-12_11h35.16.748,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,right,1,6.570325,0,1,1,0,1,10000,109000,9,2,276,2020-11-12_11h35.16.748,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,right,0,3.281485,0,2,2,1,1,25000,35000,150,2,276,2020-11-12_11h35.16.748,tareaTDv3,2020.2.5,Win32,60
