key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,5.03927,space,21.609605,space,1.031235,space,3.376595,left,7.87247,space,1.18559,right,1,4.78048,0,0,0,0,1,10000,109000,9,2,,2020-11-12_11h42.53.864,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,left,0,6.248635,0,1,1,2,1,10000,19000,89,2,,2020-11-12_11h42.53.864,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,left,0,6.277775,0,2,2,1,1,25000,35000,150,2,,2020-11-12_11h42.53.864,tareaTDv3,2020.2.5,Win32,60
