key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,58.57,space,38.998,space,1.709,space,9.0,right,7.298,space,2.397,left,1,5.417,0,0,0,0,1,10000,109000,9,308,,2020-11-11_11h27.25.869,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,right,1,4.387,0,1,1,1,1,25000,35000,150,308,,2020-11-11_11h27.25.869,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,right,1,7.7,0,2,2,2,1,10000,19000,89,308,,2020-11-11_11h27.25.869,tareaTDv3,2020.2.5,MacIntel,60
