key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,4.246595,space,126.7926,space,3.429115,space,4.34583,left,34.10125,space,2.21969,right,0,6.52667,0,0,0,1,1,25000,35000,150,002,252,2020-11-12_11h22.03.288,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,1,3.65168,0,1,1,0,1,10000,109000,9,002,252,2020-11-12_11h22.03.288,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,4.268085,0,2,2,2,1,10000,19000,89,002,252,2020-11-12_11h22.03.288,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,002,252,2020-11-12_11h22.03.288,tareaTDv3,2020.2.5,MacIntel,60,g,20.59964,left,1,5.18704,0,0,0,28,1,10000,0,109000,149,,
,,,,,,,,,,,,,,,,,,,,,,,002,252,2020-11-12_11h22.03.288,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,3.19948,0,1,1,6,1,10000,0,40000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,252,2020-11-12_11h22.03.288,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,4.500775,0,2,2,54,1,5000,0,150000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,252,2020-11-12_11h22.03.288,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,5.034885,0,3,3,79,1,25000,0,150000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,252,2020-11-12_11h22.03.288,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,6.600325,0,4,4,12,1,10000,0,60000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,252,2020-11-12_11h22.03.288,tareaTDv3,2020.2.5,MacIntel,60,,,left,1,2.300075,0,5,5,7,1,10000,0,59000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,252,2020-11-12_11h22.03.288,tareaTDv3,2020.2.5,MacIntel,60,,,left,0,3.36754,0,6,6,47,1,5000,0,56000,60,,
