key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,0.70001,space,0.083635,space,1.52929,space,0.04824,right,3.167115,space,0.892605,right,0,0.832805,0,0,0,2,1,10000,19000,89,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,1.65807,0,1,1,1,1,25000,35000,150,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,1,0.284875,0,2,2,0,1,10000,109000,9,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,g,8.006685,left,1,2.666385,0,0,0,33,1,5000,0,104000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.57227,0,1,1,83,1,25000,0,125000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.712205,0,2,2,53,1,5000,0,104000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.32915,0,3,3,77,1,25000,0,75000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,5.89601,0,4,4,45,1,5000,0,15000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.638665,0,5,5,35,1,5000,0,15000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.884915,0,6,6,16,1,10000,0,39000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.781825,0,7,7,74,1,25000,0,150000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.54373,0,8,8,75,1,25000,0,35000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.1186,0,9,9,47,1,5000,0,56000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,4.26576,0,10,10,44,1,5000,0,150000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.762415,0,11,11,59,1,5000,0,151000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.824945,0,12,12,8,1,10000,0,111000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,5.49433,0,13,13,41,1,5000,0,35000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.94929,0,14,14,17,1,10000,0,60000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.421795,0,15,15,13,1,10000,0,111000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.00951,0,16,16,12,1,10000,0,60000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.33631,0,17,17,25,1,10000,0,10000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.86393,0,18,18,88,1,25000,0,125000,149,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,0,3.65466,0,19,19,50,1,5000,0,15000,91,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.76717,0,20,20,70,1,25000,0,35000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.398145,0,21,21,71,1,25000,0,55000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,0,5.08391,0,22,22,22,1,10000,0,61000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.38317,0,23,23,72,1,25000,0,75000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.290015,0,24,24,58,1,5000,0,106000,152,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.82012,0,25,25,31,1,5000,0,35000,6,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.764035,0,26,26,61,1,25000,0,55000,6,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.307425,0,27,27,48,1,5000,0,105000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.33268,0,28,28,66,1,25000,0,55000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.48208,0,29,29,29,1,10000,0,151000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.70724,0,30,30,2,1,10000,0,61000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,0,5.646065,0,31,31,56,1,5000,0,35000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.60395,0,32,32,37,1,5000,0,56000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,0,4.879105,0,33,33,46,1,5000,0,36000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.57001,0,34,34,21,1,10000,0,40000,91,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.308385,0,35,35,42,1,5000,0,56000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.31464,0,36,36,19,1,10000,0,149000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.2593,0,37,37,24,1,10000,0,149000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.588325,0,38,38,89,1,25000,0,150000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.269195,0,39,39,30,1,5000,0,16000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.81395,0,40,40,68,1,25000,0,125000,9,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.317335,0,41,41,67,1,25000,0,75000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,0,1.27798,0,42,42,76,1,25000,0,55000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.375195,0,43,43,87,1,25000,0,75000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.20235,0,44,44,38,1,5000,0,104000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.06803,0,45,45,57,1,5000,0,55000,151,,
