key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,10.3543,space,2.7552,space,0.3388,space,13.1721,left,20.0237,space,3.5056,right,1,5.1059,0,0,0,0,1,10000,109000,9,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,6.0399,0,1,1,1,1,25000,35000,150,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0,3.5085,0,2,2,2,1,10000,19000,89,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,g,20.9731,left,1,4.5268,0,0,0,89,1,25000,0,150000,150,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.8065,0,1,1,43,1,5000,0,106000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,5.9564,0,2,2,52,1,5000,0,56000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.5394,0,3,3,30,1,5000,0,16000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,0,5.0096,0,4,4,88,1,25000,0,125000,149,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,right,1,5.3902,0,5,5,72,1,25000,0,75000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.0233,0,6,6,48,1,5000,0,105000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,right,1,3.3729,0,7,7,17,1,10000,0,60000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.557,0,8,8,83,1,25000,0,125000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.6258,0,9,9,40,1,5000,0,14000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.1231,0,10,10,65,1,25000,0,35000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,9.09,0,11,11,35,1,5000,0,15000,11,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.7234,0,12,12,71,1,25000,0,55000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.9436,0,13,13,4,1,10000,0,150000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,3.4234,0,14,14,38,1,5000,0,104000,10,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,right,1,2.0895,0,15,15,73,1,25000,0,125000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,14.99,0,16,16,10,1,10000,0,21000,31,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.6732,0,17,17,23,1,10000,0,110000,90,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,0,2.9236,0,18,18,77,1,25000,0,75000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,right,1,1.4565,0,19,19,74,1,25000,0,150000,29,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.7061,0,20,20,84,1,25000,0,150000,89,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.4062,0,21,21,50,1,5000,0,15000,91,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,right,1,5.323,0,22,22,86,1,25000,0,55000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.8729,0,23,23,70,1,25000,0,35000,30,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.6071,0,24,24,46,1,5000,0,36000,61,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,right,1,3.0232,0,25,25,49,1,5000,0,149000,59,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,right,0,2.1563,0,26,26,75,1,25000,0,35000,60,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.5601,0,27,27,32,1,5000,0,54000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,1.0234,0,28,28,87,1,25000,0,75000,151,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.5563,0,29,29,31,1,5000,0,35000,6,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,0,1.3385,0,30,30,0,1,10000,0,20000,5,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.69,0,31,31,2,1,10000,0,61000,4,,
,,,,,,,,,,,,,,,,,,,,,,,002,445,2022-03-05_09h42.25.201,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.99,0,32,32,37,1,5000,0,56000,9,,
