key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,1.684,space,0.255,space,1.255,space,0.986,left,1.326,space,1.503,right,1,1.856,0,0,0,0,1,10000,109000,9,002,151,2020-11-12_11h24.54.342,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,right,0,3.76,0,1,1,2,1,10000,19000,89,002,151,2020-11-12_11h24.54.342,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,left,0,1.507,0,2,2,1,1,25000,35000,150,002,151,2020-11-12_11h24.54.342,tareaTDv3,2020.2.5,MacIntel,60
