key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,2.0879,space,0.0684,space,0.0064,space,0.1696,space,0.1576,space,0.1857,right,0,1.2511,0,0,0,2,1,10000,19000,89,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,0.5034,0,1,1,0,1,10000,109000,9,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,1,0.9265,0,2,2,1,1,25000,35000,150,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,g,5.5369,right,1,0.1214,0,0,0,22,1,10000,0,61000,89,,
,,,,,,,,,,,,,,,,,,,,,,,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.1609,0,1,1,58,1,5000,0,106000,152,,
,,,,,,,,,,,,,,,,,,,,,,,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.484,0,2,2,31,1,5000,0,35000,6,,
,,,,,,,,,,,,,,,,,,,,,,,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,1.0336,0,3,3,78,1,25000,0,125000,59,,
,,,,,,,,,,,,,,,,,,,,,,,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.1769,0,4,4,13,1,10000,0,111000,30,,
,,,,,,,,,,,,,,,,,,,,,,,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.735,0,5,5,76,1,25000,0,55000,60,,
,,,,,,,,,,,,,,,,,,,,,,,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.779,0,6,6,67,1,25000,0,75000,10,,
,,,,,,,,,,,,,,,,,,,,,,,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.8994,0,7,7,40,1,5000,0,14000,31,,
,,,,,,,,,,,,,,,,,,,,,,,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.9263,0,8,8,50,1,5000,0,15000,91,,
,,,,,,,,,,,,,,,,,,,,,,,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.7503,0,9,9,45,1,5000,0,15000,61,,
,,,,,,,,,,,,,,,,,,,,,,,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.4881,0,10,10,10,1,10000,0,21000,31,,
,,,,,,,,,,,,,,,,,,,,,,,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,2.5403,0,11,11,12,1,10000,0,60000,29,,
,,,,,,,,,,,,,,,,,,,,,,,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,right,0,0.0542,0,12,12,6,1,10000,0,40000,10,,
,,,,,,,,,,,,,,,,,,,,,,,11 nov 2021,78,2021-11-13_08h58.51.808,tareaTDv3,2020.2.5,MacIntel,60,,,right,1,0.3203,0,13,13,3,1,10000,0,109000,5,,
