key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,0.300805,space,0.134185,space,2.692855,space,0.936675,right,1.274725,space,1.60389,right,1,0.85134,0,0,0,0,1,10000,109000,9,002,93 ,2020-11-13_10h27.03.033,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,left,1,1.220375,0,1,1,2,1,10000,19000,89,002,93 ,2020-11-13_10h27.03.033,tareaTDv3,2020.2.5,Win32,60
,,,,,,,,,,,,right,1,2.954855,0,2,2,1,1,25000,35000,150,002,93 ,2020-11-13_10h27.03.033,tareaTDv3,2020.2.5,Win32,60
