key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,key_resp_4.keys,key_resp_4.rt
space,4.313,space,2.962,space,1.648,space,0.702,right,3.941,space,1.346,right,1,1.347,0,0,0,0,1,10000,109000,9,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,1,1.708,0,1,1,1,1,25000,35000,150,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,1,0.898,0,2,2,2,1,10000,19000,89,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,g,3.791,left,1,1.018,0,0,0,31,1,5000,0,35000,6,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.617,0,1,1,55,1,5000,0,14000,149,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.434,0,2,2,14,1,10000,0,150000,30,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.301,0,3,3,52,1,5000,0,56000,89,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,left,0,0.2,0,4,4,1,1,10000,0,39000,6,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.484,0,5,5,23,1,10000,0,110000,90,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.101,0,6,6,16,1,10000,0,39000,59,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.05,0,7,7,34,1,5000,0,151000,4,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.501,0,8,8,65,1,25000,0,35000,11,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.234,0,9,9,75,1,25000,0,35000,60,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.173,0,10,10,42,1,5000,0,56000,29,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.101,0,11,11,58,1,5000,0,106000,152,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.283,0,12,12,62,1,25000,0,75000,5,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.034,0,13,13,15,1,10000,0,20000,59,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,right,0,0.334,0,14,14,22,1,10000,0,61000,89,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.088,0,15,15,44,1,5000,0,150000,30,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.019,0,16,16,89,1,25000,0,150000,150,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.267,0,17,17,11,1,10000,0,39000,29,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.3,0,18,18,10,1,10000,0,21000,31,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.101,0,19,19,30,1,5000,0,16000,4,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.052,0,20,20,40,1,5000,0,14000,31,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.053,0,21,21,48,1,5000,0,105000,60,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.001,0,22,22,46,1,5000,0,36000,61,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.036,0,23,23,41,1,5000,0,35000,31,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.017,0,24,24,36,1,5000,0,36000,9,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,right,1,0.803,0,25,25,35,1,5000,0,15000,11,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.05,0,26,26,86,1,25000,0,55000,151,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,left,1,2.15,0,27,27,29,1,10000,0,151000,151,,
,,,,,,,,,,,,,,,,,,,,,,,05/08/22,308,2022-08-05_11h12.57.333,tareaTDv3,2020.2.5,Win32,60,,,left,1,0.036,0,28,28,74,1,25000,0,150000,29,,
